Both sexes,80 - 84 years,Wexford,2693
Both sexes,80 - 84 years,Wicklow,2123
Both sexes,80 - 84 years,Clare,2077
Both sexes,80 - 84 years,Cork City,2919
Both sexes,80 - 84 years,Cork County,6823
Both sexes,80 - 84 years,Kerry,3024
Both sexes,80 - 84 years,Limerick City and County,3363
Both sexes,80 - 84 years,Tipperary,3265
Both sexes,80 - 84 years,Waterford City and County,2245
Both sexes,80 - 84 years,Galway City,1116
Both sexes,80 - 84 years,Galway County,3363
Both sexes,80 - 84 years,Leitrim,681
Both sexes,80 - 84 years,Mayo,2949
Both sexes,80 - 84 years,Roscommon,1469
Both sexes,80 - 84 years,Sligo,1342
Both sexes,80 - 84 years,Cavan,1399
Both sexes,80 - 84 years,Donegal,3057
Both sexes,80 - 84 years,Monaghan,1152
Both sexes,85 years and over,Carlow,739
Both sexes,85 years and over,Dublin City,9326
Both sexes,85 years and over,D�n Laoghaire-Rathdown,4386
Both sexes,85 years and over,Fingal,2159
Both sexes,85 years and over,South Dublin,2405
Both sexes,85 years and over,Kildare,1969
Both sexes,85 years and over,Kilkenny,1560
Both sexes,85 years and over,Laois,967
Both sexes,85 years and over,Longford,595
Both sexes,85 years and over,Louth,1601
Both sexes,85 years and over,Meath,1991
Both sexes,85 years and over,Offaly,1118
Both sexes,85 years and over,Westmeath,1185
Both sexes,85 years and over,Wexford,2085
Both sexes,85 years and over,Wicklow,1742
Both sexes,85 years and over,Clare,1786
Both sexes,85 years and over,Cork City,2134
Both sexes,85 years and over,Cork County,5631
Both sexes,85 years and over,Kerry,2459
Both sexes,85 years and over,Limerick City and County,2650
Both sexes,85 years and over,Tipperary,2669
Both sexes,85 years and over,Waterford City and County,1712
Both sexes,85 years and over,Galway City,887
Both sexes,85 years and over,Galway County,3059
Both sexes,85 years and over,Leitrim,687
Both sexes,85 years and over,Mayo,2587
Both sexes,85 years and over,Roscommon,1371
Both sexes,85 years and over,Sligo,1215
Both sexes,85 years and over,Cavan,1231
Both sexes,85 years and over,Donegal,2684
Both sexes,85 years and over,Monaghan,965
